"ShipmentID";"SPID";"PID";"GID";"Shipdate";"Amount";"Boxes";"Order_Status"
"S00077262";"SP13";"P05";"G5";"2023-01-26";7124;310;"Cancelled"
"S00077271";"SP13";"P05";"G2";"2024-02-05";5184;236;"Delivered"
"S00077274";"SP13";"P05";"G4";"2023-05-10";6001;241;"Delivered"
"S00077275";"SP13";"P05";"G4";"2024-12-16";8435;352;"Delivered"
"S00077284";"SP13";"P05";"G2";"2023-10-05";7214;301;"Cancelled"
"S00077286";"SP13";"P05";"G3";"2023-08-10";2446;129;"Delivered"
"S00077291";"SP13";"P05";"G5";"2025-01-09";2662;141;"Shipped"
"S00077293";"SP13";"P05";"G6";"2023-11-13";11115;464;"Delivered"
"S00077308";"SP13";"P12";"G1";"2025-02-17";11338;567;"Shipped"
"S00077315";"SP13";"P12";"G4";"2024-10-08";482;27;"Delivered"
"S00077319";"SP13";"P12";"G5";"2023-11-29";7412;323;"Delivered"
"S00077324";"SP13";"P12";"G1";"2023-12-19";3368;178;"Delivered"
"S00077337";"SP13";"P03";"G1";"2024-03-20";1944;108;"Delivered"
"S00077341";"SP13";"P03";"G2";"2024-07-10";10055;419;"Delivered"
"S00077343";"SP13";"P03";"G4";"2024-12-11";5522;325;"Delivered"
"S00077345";"SP13";"P03";"G4";"2023-07-07";4336;241;"Delivered"
"S00077347";"SP13";"P03";"G5";"2025-03-24";83;5;"Placed"
"S00077355";"SP13";"P03";"G2";"2024-05-06";8993;500;"Delivered"
"S00077368";"SP13";"P03";"G2";"2023-02-03";338;15;"Delivered"
"S00077370";"SP13";"P03";"G3";"2024-08-15";198;11;"Delivered"
"S00077371";"SP13";"P03";"G4";"2024-10-07";5873;280;"Delivered"
"S00077372";"SP13";"P03";"G4";"2025-02-12";2981;130;"Shipped"
"S00077373";"SP13";"P03";"G4";"2025-01-03";1314;58;"Shipped"
"S00077379";"SP13";"P03";"G1";"2023-08-31";3980;181;"Delivered"
"S00077385";"SP13";"P03";"G4";"2024-07-25";5972;285;"Delivered"
"S00077386";"SP13";"P03";"G4";"2024-02-08";4253;178;"Delivered"
"S00077389";"SP13";"P03";"G5";"2023-08-22";3562;162;"Delivered"
"S00077391";"SP13";"P03";"G6";"2024-10-25";6372;354;"Delivered"
"S00077396";"SP13";"P03";"G2";"2024-12-19";1868;82;"Delivered"
"S00077398";"SP13";"P03";"G3";"2024-10-29";3767;189;"Delivered"
"S00077404";"SP13";"P03";"G5";"2024-05-14";1757;104;"Delivered"
"S00077405";"SP13";"P03";"G6";"2024-12-06";1058;53;"Delivered"
"S00077420";"SP13";"P22";"G1";"2025-01-13";911;37;"Shipped"
"S00077430";"SP13";"P22";"G5";"2024-12-27";6293;243;"Cancelled"
"S00077433";"SP13";"P22";"G6";"2025-03-26";2482;89;"Placed"
"S00077437";"SP13";"P22";"G1";"2023-09-20";961;39;"Delivered"
"S00077457";"SP13";"P22";"G4";"2023-11-15";2741;110;"Delivered"
"S00077462";"SP13";"P22";"G1";"2025-02-17";8100;280;"Shipped"
"S00077465";"SP13";"P22";"G1";"2023-06-23";5879;227;"Delivered"
"S00077473";"SP13";"P22";"G5";"2023-12-13";7520;290;"Delivered"
"S00077477";"SP13";"P22";"G1";"2024-02-29";7522;290;"Delivered"
"S00077478";"SP13";"P22";"G1";"2023-01-11";704;27;"Delivered"
"S00077486";"SP13";"P22";"G5";"2023-06-23";9221;342;"Delivered"
"S00077488";"SP13";"P22";"G5";"2023-10-06";3629;152;"Delivered"
"S00077489";"SP13";"P22";"G6";"2023-09-05";9423;315;"Delivered"
"S00077497";"SP13";"P07";"G4";"2023-06-28";4761;298;"Delivered"
"S00077502";"SP13";"P07";"G5";"2024-05-15";117;7;"Delivered"
"S00077508";"SP13";"P07";"G2";"2025-01-14";7112;445;"Shipped"
"S00077512";"SP13";"P07";"G4";"2023-07-28";6874;491;"Delivered"
"S00077517";"SP13";"P07";"G6";"2024-07-04";7283;384;"Delivered"
"S00077518";"SP13";"P07";"G1";"2024-07-19";3314;221;"Delivered"
"S00077520";"SP13";"P07";"G1";"2024-03-08";11615;646;"Delivered"
"S00077529";"SP13";"P07";"G5";"2023-04-17";2599;186;"Delivered"
"S00077535";"SP13";"P17";"G1";"2024-01-24";15125;582;"Delivered"
"S00077538";"SP13";"P17";"G3";"2024-12-25";5245;210;"Delivered"
"S00077540";"SP13";"P17";"G4";"2024-10-30";5837;244;"Delivered"
"S00077544";"SP13";"P17";"G5";"2023-08-25";5884;256;"Delivered"
"S00077562";"SP13";"P17";"G1";"2025-01-08";3494;135;"Shipped"
"S00077565";"SP13";"P17";"G2";"2025-03-17";8840;385;"Placed"
"S00077571";"SP13";"P17";"G5";"2023-10-11";1757;63;"Delivered"
"S00077578";"SP13";"P17";"G2";"2025-01-31";17993;621;"Shipped"
"S00077579";"SP13";"P17";"G2";"2023-02-27";1728;60;"Delivered"
"S00077582";"SP13";"P17";"G4";"2023-07-18";3260;131;"Delivered"
"S00077591";"SP13";"P17";"G1";"2023-03-06";4844;187;"Delivered"
"S00077606";"SP13";"P08";"G2";"2023-03-20";1969;197;"Delivered"
"S00077619";"SP13";"P08";"G1";"2024-03-12";1958;196;"Delivered"
"S00077625";"SP13";"P08";"G4";"2023-07-21";5459;342;"Delivered"
"S00077635";"SP13";"P08";"G2";"2023-09-19";5967;663;"Delivered"
"S00077637";"SP13";"P08";"G4";"2024-07-30";8831;552;"Delivered"
"S00077649";"SP13";"P08";"G2";"2024-09-09";3051;255;"Delivered"
"S00077664";"SP13";"P08";"G3";"2024-01-17";2651;204;"Delivered"
"S00077671";"SP13";"P08";"G6";"2023-03-29";12519;835;"Delivered"
"S00077684";"SP13";"P08";"G5";"2024-09-03";7310;563;"Delivered"
"S00077691";"SP13";"P13";"G2";"2024-12-10";2534;362;"Delivered"
"S00077696";"SP13";"P13";"G5";"2024-10-30";302;51;"Delivered"
"S00077699";"SP13";"P13";"G6";"2024-10-14";439;40;"Delivered"
"S00077703";"SP13";"P13";"G1";"2024-12-20";1082;109;"Delivered"
"S00077708";"SP13";"P13";"G4";"2023-08-01";3517;440;"Delivered"
"S00077709";"SP13";"P13";"G4";"2023-12-05";1483;297;"Delivered"
"S00077715";"SP13";"P13";"G1";"2024-07-12";3215;358;"Delivered"
"S00077721";"SP13";"P13";"G4";"2025-02-12";7713;702;"Cancelled"
"S00077723";"SP13";"P13";"G4";"2023-07-21";6741;613;"Delivered"
"S00077726";"SP13";"P13";"G5";"2023-07-24";5146;572;"Delivered"
"S00077752";"SP13";"P02";"G5";"2023-07-04";2849;357;"Delivered"
"S00077755";"SP13";"P02";"G6";"2023-06-28";7841;872;"Delivered"
"S00077765";"SP13";"P02";"G4";"2024-08-02";3411;427;"Delivered"
"S00077768";"SP13";"P02";"G5";"2023-07-20";2673;243;"Delivered"
"S00077790";"SP13";"P20";"G3";"2024-09-02";11729;1676;"Delivered"
"S00077802";"SP13";"P20";"G2";"2025-01-10";3006;232;"Shipped"
"S00077812";"SP13";"P20";"G1";"2023-02-23";3096;387;"Cancelled"
"S00077823";"SP13";"P20";"G5";"2024-01-24";9245;771;"Delivered"
"S00077825";"SP13";"P20";"G6";"2023-11-20";86;13;"Delivered"
"S00077847";"SP13";"P20";"G4";"2025-01-16";7868;787;"Shipped"
"S00077855";"SP13";"P09";"G1";"2023-08-25";5657;405;"Delivered"
"S00077858";"SP13";"P09";"G2";"2023-04-24";734;39;"Delivered"
"S00077865";"SP13";"P09";"G5";"2025-02-12";3569;199;"Shipped"
"S00077871";"SP13";"P09";"G1";"2023-11-22";1937;139;"Delivered"
"S00077879";"SP13";"P09";"G5";"2024-10-16";2072;130;"Delivered"
"S00077880";"SP13";"P09";"G5";"2023-07-24";563;36;"Delivered"
"S00077902";"SP13";"P09";"G3";"2023-01-30";3125;165;"Delivered"
"S00077919";"SP13";"P18";"G4";"2023-01-25";7724;430;"Delivered"
"S00077929";"SP13";"P18";"G2";"2023-10-26";5850;279;"Delivered"
"S00077930";"SP13";"P18";"G3";"2024-01-10";7326;306;"Delivered"
"S00077937";"SP13";"P18";"G6";"2023-10-12";9621;438;"Cancelled"
"S00077940";"SP13";"P18";"G1";"2025-02-05";6487;260;"Shipped"
"S00077947";"SP13";"P18";"G4";"2024-12-02";491;24;"Delivered"
"S00077960";"SP14";"P14";"G4";"2023-08-23";1838;84;"Delivered"
"S00077984";"SP14";"P14";"G2";"2024-04-05";1814;83;"Delivered"
"S00077986";"SP14";"P14";"G3";"2023-06-30";3695;137;"Delivered"
"S00077992";"SP14";"P14";"G5";"2023-06-14";3998;154;"Delivered"
"S00078003";"SP14";"P14";"G4";"2024-10-28";3755;135;"Delivered"
"S00078005";"SP14";"P14";"G5";"2024-07-29";11131;413;"Delivered"
"S00078007";"SP14";"P14";"G6";"2024-01-30";8557;317;"Delivered"
"S00078008";"SP14";"P01";"G1";"2024-02-02";9873;412;"Delivered"
"S00078011";"SP14";"P01";"G1";"2023-09-20";4167;199;"Delivered"
"S00078017";"SP14";"P01";"G4";"2023-02-28";5924;258;"Cancelled"
"S00078021";"SP14";"P01";"G6";"2023-12-14";5209;218;"Delivered"
"S00078023";"SP14";"P01";"G1";"2025-02-21";3647;166;"Shipped"
"S00078030";"SP14";"P01";"G4";"2024-05-03";7535;328;"Delivered"
"S00078053";"SP14";"P01";"G1";"2024-01-22";8822;442;"Delivered"
"S00078059";"SP14";"P01";"G4";"2024-12-19";12377;539;"Delivered"
"S00078082";"SP14";"P06";"G2";"2023-06-05";14400;2058;"Delivered"
"S00078088";"SP14";"P06";"G5";"2024-12-26";2959;269;"Delivered"
"S00078107";"SP14";"P06";"G1";"2023-07-11";3438;246;"Delivered"
"S00078122";"SP14";"P19";"G1";"2024-02-15";5063;231;"Delivered"
"S00078123";"SP14";"P19";"G1";"2023-02-17";8084;337;"Delivered"
"S00078124";"SP14";"P19";"G2";"2023-09-11";8514;341;"Delivered"
"S00078128";"SP14";"P19";"G4";"2023-07-25";1582;84;"Delivered"
"S00078133";"SP14";"P19";"G6";"2024-07-31";6863;312;"Delivered"
"S00078152";"SP14";"P19";"G2";"2024-12-13";3047;118;"Delivered"
"S00078162";"SP14";"P19";"G1";"2024-08-22";5225;275;"Delivered"
"S00078164";"SP14";"P19";"G1";"2023-08-11";6242;272;"Delivered"
"S00078187";"SP14";"P19";"G5";"2025-01-14";1242;52;"Shipped"
"S00078190";"SP14";"P15";"G1";"2024-06-18";5645;435;"Delivered"
"S00078192";"SP14";"P15";"G1";"2023-04-11";6327;396;"Delivered"
"S00078194";"SP14";"P15";"G2";"2024-12-03";7259;807;"Delivered"
"S00078209";"SP14";"P15";"G2";"2023-04-05";9563;797;"Delivered"
"S00078210";"SP14";"P15";"G3";"2024-04-09";3681;284;"Delivered"
"S00078219";"SP14";"P15";"G1";"2024-02-05";857;78;"Delivered"
"S00078220";"SP14";"P15";"G1";"2025-02-26";4226;302;"Shipped"
"S00078221";"SP14";"P15";"G1";"2025-03-07";8368;523;"Placed"
"S00078223";"SP14";"P15";"G2";"2023-12-19";14051;1004;"Delivered"
"S00078224";"SP14";"P15";"G3";"2023-10-31";10832;834;"Delivered"
"S00078232";"SP14";"P15";"G1";"2024-12-13";5391;540;"Delivered"
"S00078235";"SP14";"P15";"G1";"2024-12-30";635;43;"Delivered"
"S00078237";"SP14";"P15";"G2";"2023-11-10";2052;147;"Cancelled"
"S00078243";"SP14";"P15";"G5";"2024-12-04";7832;523;"Delivered"
"S00078260";"SP14";"P11";"G1";"2023-08-22";3364;374;"Delivered"
"S00078272";"SP14";"P11";"G5";"2023-06-27";2952;246;"Delivered"
"S00078279";"SP14";"P11";"G2";"2023-03-20";3017;252;"Delivered"
"S00078281";"SP14";"P11";"G4";"2023-06-30";671;68;"Delivered"
"S00078303";"SP14";"P11";"G1";"2025-02-26";2606;237;"Shipped"
"S00078306";"SP14";"P11";"G2";"2023-01-05";592;50;"Delivered"
"S00078315";"SP14";"P11";"G6";"2024-11-11";1535;140;"Delivered"
"S00078316";"SP14";"P10";"G1";"2023-10-19";4102;216;"Delivered"
"S00078318";"SP14";"P10";"G1";"2023-09-29";8089;623;"Delivered"
"S00078326";"SP14";"P10";"G5";"2024-07-04";3605;301;"Delivered"
"S00078341";"SP14";"P10";"G5";"2024-02-15";6651;351;"Delivered"
"S00078344";"SP14";"P10";"G1";"2023-11-27";5645;353;"Delivered"
"S00078345";"SP14";"P10";"G1";"2024-01-10";8379;699;"Delivered"
"S00078348";"SP14";"P10";"G2";"2024-07-01";2237;118;"Delivered"
"S00078350";"SP14";"P10";"G3";"2024-11-20";6959;580;"Delivered"
"S00078353";"SP14";"P10";"G4";"2024-01-03";3029;179;"Delivered"
"S00078367";"SP14";"P04";"G4";"2023-04-19";11376;495;"Delivered"
"S00078394";"SP14";"P04";"G4";"2023-07-07";14438;657;"Delivered"
"S00078413";"SP14";"P04";"G6";"2024-12-20";12785;474;"Delivered"
"S00078416";"SP14";"P16";"G1";"2024-02-21";531;21;"Delivered"
"S00078417";"SP14";"P16";"G1";"2025-02-21";7436;355;"Shipped"
"S00078420";"SP14";"P16";"G3";"2023-12-22";4689;224;"Delivered"
"S00078425";"SP14";"P16";"G5";"2024-12-20";8024;365;"Delivered"
"S00078429";"SP14";"P16";"G1";"2024-02-14";13183;508;"Delivered"
"S00078435";"SP14";"P16";"G4";"2024-12-17";9086;364;"Delivered"
"S00078437";"SP14";"P16";"G4";"2024-11-05";2664;103;"Delivered"
"S00078450";"SP14";"P16";"G4";"2024-05-29";3533;177;"Delivered"
"S00078464";"SP14";"P16";"G4";"2024-04-12";9628;371;"Delivered"
"S00078471";"SP14";"P16";"G1";"2025-03-18";1064;47;"Placed"
"S00078475";"SP14";"P16";"G2";"2023-10-03";12031;573;"Delivered"
"S00078478";"SP14";"P16";"G4";"2023-08-03";5555;265;"Delivered"
"S00078483";"SP14";"P16";"G6";"2025-01-29";6725;250;"Shipped"
"S00078497";"SP14";"P16";"G6";"2023-10-27";3569;156;"Cancelled"
"S00078498";"SP14";"P16";"G1";"2024-05-06";13860;555;"Delivered"
"S00078499";"SP14";"P16";"G1";"2024-04-18";12186;581;"Delivered"
"S00078507";"SP14";"P16";"G4";"2024-11-20";8010;297;"Delivered"
"S00078509";"SP14";"P16";"G5";"2024-12-06";1780;69;"Delivered"
"S00078511";"SP14";"P16";"G6";"2024-01-30";1406;71;"Delivered"
"S00078512";"SP14";"P21";"G1";"2024-02-22";1064;51;"Delivered"
"S00078532";"SP14";"P21";"G3";"2024-12-12";4374;274;"Delivered"
"S00078544";"SP14";"P21";"G2";"2023-12-28";5438;272;"Delivered"
"S00078548";"SP14";"P21";"G4";"2025-01-10";1067;67;"Shipped"
"S00078549";"SP14";"P21";"G4";"2024-02-20";8253;486;"Cancelled"
"S00078559";"SP14";"P21";"G2";"2024-04-03";3281;183;"Delivered"
"S00078565";"SP14";"P21";"G5";"2024-06-14";7277;455;"Delivered"
"S00078573";"SP14";"P21";"G2";"2023-01-06";7637;333;"Delivered"
"S00078579";"SP14";"P21";"G5";"2023-07-11";2995;177;"Delivered"
"S00078581";"SP14";"P21";"G6";"2023-09-06";3452;165;"Delivered"
"S00078589";"SP14";"P05";"G4";"2025-03-25";4298;166;"Placed"
"S00078596";"SP14";"P05";"G1";"2023-07-10";6215;240;"Delivered"
"S00078598";"SP14";"P05";"G1";"2023-02-09";8924;357;"Delivered"
"S00078609";"SP14";"P05";"G6";"2023-08-29";3521;161;"Delivered"
"S00078612";"SP14";"P05";"G1";"2024-06-04";5625;235;"Delivered"
"S00078619";"SP14";"P05";"G4";"2024-07-04";4163;167;"Delivered"
"S00078625";"SP14";"P05";"G1";"2023-12-12";8489;354;"Delivered"
"S00078630";"SP14";"P05";"G3";"2024-05-28";6104;322;"Delivered"
"S00078632";"SP14";"P05";"G4";"2023-10-27";6251;329;"Delivered"
"S00078634";"SP14";"P05";"G5";"2024-06-05";7974;307;"Delivered"
"S00078635";"SP14";"P05";"G5";"2023-02-17";5639;282;"Delivered"
"S00078636";"SP14";"P05";"G5";"2024-10-24";6971;349;"Delivered"
"S00078640";"SP14";"P12";"G1";"2024-09-11";2628;132;"Delivered"
"S00078643";"SP14";"P12";"G2";"2024-09-24";5393;257;"Delivered"
"S00078655";"SP14";"P12";"G1";"2025-02-24";10370;451;"Shipped"
"S00078660";"SP14";"P12";"G4";"2024-05-23";3249;148;"Delivered"
"S00078661";"SP14";"P12";"G4";"2023-05-26";11252;626;"Delivered"
"S00078663";"SP14";"P12";"G5";"2024-12-13";10190;537;"Delivered"
"S00078670";"SP14";"P12";"G2";"2024-10-02";6269;273;"Cancelled"
"S00078681";"SP14";"P03";"G1";"2023-08-22";14015;738;"Delivered"
"S00078682";"SP14";"P03";"G1";"2024-10-02";7164;342;"Delivered"
"S00078687";"SP14";"P03";"G4";"2023-07-26";2941;128;"Delivered"
"S00078690";"SP14";"P03";"G5";"2025-01-24";1091;65;"Shipped"
"S00078695";"SP14";"P03";"G1";"2023-01-25";4984;277;"Delivered"
"S00078702";"SP14";"P03";"G4";"2023-05-15";3800;201;"Delivered"
"S00078712";"SP14";"P03";"G2";"2023-11-14";1017;57;"Delivered"
"S00078714";"SP14";"P03";"G3";"2023-10-04";8739;380;"Delivered"
"S00078733";"SP14";"P03";"G5";"2024-09-30";6505;283;"Delivered"
"S00078734";"SP14";"P03";"G5";"2025-01-15";981;41;"Shipped"
"S00078753";"SP14";"P03";"G1";"2024-11-04";3897;206;"Delivered"
"S00078754";"SP14";"P03";"G2";"2024-09-17";9745;424;"Cancelled"
"S00078761";"SP14";"P03";"G5";"2024-01-31";11;1;"Delivered"
"S00078763";"SP14";"P03";"G6";"2024-05-16";13084;546;"Delivered"
"S00078771";"SP14";"P22";"G4";"2023-07-27";14672;525;"Delivered"
"S00078774";"SP14";"P22";"G5";"2023-06-09";486;16;"Delivered"
"S00078779";"SP14";"P22";"G1";"2023-11-09";5438;182;"Delivered"
"S00078780";"SP14";"P22";"G1";"2025-01-13";2311;93;"Shipped"
"S00078784";"SP14";"P22";"G3";"2024-12-13";4617;171;"Delivered"
"S00078792";"SP14";"P22";"G1";"2024-12-23";1937;67;"Delivered"
"S00078796";"SP14";"P22";"G2";"2024-11-25";7794;289;"Delivered"
"S00078821";"SP14";"P22";"G1";"2024-04-09";9038;312;"Delivered"
"S00078828";"SP14";"P22";"G4";"2025-02-17";5281;183;"Shipped"
"S00078831";"SP14";"P22";"G5";"2024-09-27";3004;108;"Delivered"
"S00078832";"SP14";"P22";"G5";"2024-11-27";4201;145;"Delivered"
"S00078840";"SP14";"P07";"G3";"2025-02-12";25;2;"Shipped"
"S00078846";"SP14";"P07";"G5";"2024-03-26";6138;384;"Delivered"
"S00078860";"SP14";"P07";"G5";"2024-01-04";6766;398;"Delivered"
"S00078867";"SP14";"P07";"G2";"2024-03-25";2275;175;"Delivered"
"S00078871";"SP14";"P07";"G4";"2025-03-26";2369;170;"Placed"
"S00078891";"SP14";"P17";"G1";"2024-10-31";10184;378;"Delivered"
"S00078893";"SP14";"P17";"G1";"2024-09-30";3053;110;"Delivered"
"S00078909";"SP14";"P17";"G2";"2024-02-07";10478;389;"Delivered"
"S00078911";"SP14";"P17";"G4";"2024-05-17";738;28;"Delivered"
"S00078933";"SP14";"P17";"G1";"2023-12-20";8165;303;"Delivered"
"S00078938";"SP14";"P17";"G3";"2023-07-28";3071;114;"Delivered"
"S00078940";"SP14";"P17";"G4";"2024-07-08";5137;184;"Delivered"
"S00078943";"SP14";"P17";"G5";"2025-01-21";23090;924;"Shipped"
"S00078953";"SP14";"P08";"G4";"2024-11-27";11093;1233;"Delivered"
"S00078954";"SP14";"P08";"G4";"2024-04-24";13977;932;"Delivered"
"S00078961";"SP14";"P08";"G1";"2025-02-11";5607;374;"Shipped"
"S00078999";"SP14";"P08";"G5";"2023-09-18";1055;118;"Delivered"
"S00079008";"SP14";"P08";"G3";"2023-05-24";1193;86;"Delivered"
"S00079011";"SP14";"P08";"G4";"2024-07-12";11887;1321;"Delivered"
"S00079019";"SP14";"P08";"G1";"2024-08-14";2484;207;"Delivered"
"S00079024";"SP14";"P08";"G4";"2023-09-29";1294;100;"Delivered"
"S00079026";"SP14";"P08";"G5";"2024-09-02";2464;247;"Delivered"
"S00079034";"SP14";"P13";"G2";"2023-01-18";2583;216;"Delivered"
"S00079042";"SP14";"P13";"G5";"2025-03-14";9167;764;"Placed"
"S00079044";"SP14";"P13";"G1";"2024-10-16";4635;387;"Delivered"
"S00079048";"SP14";"P13";"G2";"2024-07-02";4705;471;"Cancelled"
"S00079050";"SP14";"P13";"G3";"2024-12-24";1796;200;"Delivered"
"S00079051";"SP14";"P13";"G4";"2024-08-26";12746;1821;"Delivered"
"S00079057";"SP14";"P13";"G6";"2024-03-13";3627;330;"Delivered"
"S00079072";"SP14";"P13";"G1";"2025-01-28";16864;2811;"Shipped"
"S00079079";"SP14";"P13";"G4";"2023-10-16";4021;366;"Delivered"
"S00079090";"SP14";"P02";"G2";"2024-12-16";6903;767;"Delivered"
"S00079091";"SP14";"P02";"G2";"2024-07-26";5355;536;"Delivered"
"S00079095";"SP14";"P02";"G4";"2023-10-23";8678;868;"Delivered"
"S00079100";"SP14";"P02";"G1";"2023-04-25";5688;632;"Delivered"
"S00079122";"SP14";"P20";"G4";"2024-12-23";5708;952;"Delivered"
"S00079128";"SP14";"P20";"G1";"2023-12-12";1753;220;"Delivered"
"S00079133";"SP14";"P20";"G2";"2024-11-18";8717;969;"Delivered"
"S00079140";"SP14";"P20";"G5";"2024-05-06";9092;1516;"Delivered"
"S00079149";"SP14";"P20";"G4";"2023-01-23";9979;768;"Delivered"
"S00079164";"SP14";"P20";"G4";"2024-11-11";15498;1292;"Delivered"
"S00079168";"SP14";"P20";"G5";"2023-06-29";2027;254;"Delivered"
"S00079171";"SP14";"P20";"G1";"2023-12-26";2903;484;"Cancelled"
"S00079180";"SP14";"P20";"G5";"2024-11-19";853;66;"Delivered"
"S00079186";"SP14";"P20";"G1";"2023-12-12";11347;1621;"Delivered"
"S00079189";"SP14";"P20";"G2";"2025-02-10";2356;295;"Shipped"
"S00079191";"SP14";"P20";"G4";"2024-05-21";6827;854;"Cancelled"
"S00079193";"SP14";"P20";"G4";"2023-05-24";5159;860;"Delivered"
"S00079194";"SP14";"P20";"G5";"2024-04-17";7805;1301;"Delivered"
"S00079197";"SP14";"P20";"G6";"2025-01-09";10571;1511;"Shipped"
"S00079221";"SP14";"P09";"G4";"2025-02-21";8996;643;"Shipped"
"S00079222";"SP14";"P09";"G5";"2023-12-15";1872;134;"Delivered"
"S00079223";"SP14";"P09";"G5";"2024-12-18";1217;65;"Delivered"
"S00079241";"SP14";"P09";"G1";"2024-09-10";1168;62;"Delivered"
"S00079263";"SP14";"P18";"G4";"2023-01-26";1976;99;"Delivered"
"S00079277";"SP14";"P18";"G4";"2023-01-10";4014;183;"Delivered"
"S00079280";"SP14";"P18";"G5";"2023-11-06";7126;357;"Delivered"
"S00079285";"SP14";"P18";"G1";"2023-03-30";2221;93;"Delivered"
"S00079292";"SP14";"P18";"G5";"2023-10-19";6228;312;"Delivered"
"S00079293";"SP14";"P18";"G5";"2023-06-09";5587;267;"Delivered"
"S00079317";"SP14";"P14";"G4";"2023-11-15";797;37;"Delivered"
"S00079323";"SP14";"P14";"G6";"2023-02-20";236;12;"Delivered"
"S00079356";"SP14";"P01";"G2";"2025-02-05";7868;394;"Shipped"
"S00079362";"SP14";"P01";"G5";"2023-05-11";1217;51;"Delivered"
"S00079363";"SP14";"P01";"G5";"2025-01-03";2241;113;"Shipped"
"S00079365";"SP14";"P01";"G6";"2024-02-08";2995;137;"Delivered"
"S00079366";"SP14";"P01";"G1";"2023-09-08";13201;508;"Delivered"
"S00079375";"SP14";"P01";"G4";"2024-07-30";1676;80;"Delivered"
"S00079378";"SP14";"P01";"G5";"2024-08-06";6939;331;"Delivered"
"S00079386";"SP14";"P01";"G3";"2024-02-09";2331;90;"Delivered"
"S00079387";"SP14";"P01";"G4";"2025-02-28";7796;411;"Shipped"
"S00079389";"SP14";"P01";"G4";"2023-10-17";1199;55;"Delivered"
"S00079399";"SP14";"P01";"G2";"2024-12-03";1571;63;"Delivered"
"S00079405";"SP14";"P01";"G5";"2023-05-08";9873;471;"Delivered"
"S00079410";"SP14";"P06";"G1";"2023-04-11";8134;1162;"Delivered"
"S00079424";"SP14";"P06";"G1";"2023-11-15";5933;457;"Delivered"
"S00079427";"SP14";"P06";"G2";"2023-01-24";1431;205;"Delivered"
"S00079429";"SP14";"P06";"G4";"2023-07-19";1337;96;"Delivered"
"S00079431";"SP14";"P06";"G4";"2025-01-31";1868;134;"Shipped"
"S00079440";"SP14";"P06";"G2";"2023-10-31";9623;741;"Delivered"
"S00079445";"SP14";"P06";"G4";"2024-10-29";1584;132;"Delivered"
"S00079446";"SP14";"P06";"G5";"2024-12-17";15235;1270;"Delivered"
"S00079460";"SP14";"P06";"G5";"2024-08-21";12110;932;"Delivered"
"S00079474";"SP14";"P19";"G5";"2024-05-30";13583;523;"Delivered"
"S00079481";"SP14";"P19";"G1";"2023-10-31";745;33;"Delivered"
"S00079485";"SP14";"P19";"G4";"2023-11-13";4149;160;"Delivered"
"S00079494";"SP14";"P19";"G1";"2023-03-28";234;10;"Delivered"
"S00079499";"SP14";"P19";"G4";"2024-07-01";2837;136;"Delivered"
"S00079503";"SP14";"P19";"G5";"2023-05-26";2043;93;"Delivered"
"S00079504";"SP14";"P19";"G5";"2024-11-11";12971;649;"Delivered"
"S00079508";"SP14";"P19";"G1";"2024-03-26";7011;305;"Delivered"
"S00079513";"SP14";"P19";"G4";"2023-06-13";7646;319;"Delivered"
"S00079522";"SP14";"P19";"G1";"2023-05-12";4550;198;"Delivered"
"S00079535";"SP14";"P15";"G1";"2024-09-09";1193;86;"Delivered"
"S00079558";"SP14";"P15";"G5";"2023-08-29";601;38;"Delivered"
"S00079563";"SP14";"P15";"G1";"2023-09-25";5346;535;"Delivered"
"S00079581";"SP14";"P15";"G2";"2023-08-18";14389;900;"Delivered"
"S00079596";"SP14";"P15";"G3";"2024-03-25";1580;99;"Delivered"
"S00079603";"SP14";"P15";"G6";"2024-12-25";934;78;"Delivered"
"S00079604";"SP14";"P11";"G1";"2024-07-23";5623;512;"Delivered"
"S00079612";"SP14";"P11";"G4";"2024-07-24";4241;354;"Delivered"
"S00079614";"SP14";"P11";"G5";"2023-09-29";5085;424;"Delivered"
"S00079616";"SP14";"P11";"G5";"2023-01-31";1519;190;"Delivered"
"S00079623";"SP14";"P11";"G2";"2023-07-11";4869;696;"Delivered"
"S00079628";"SP14";"P11";"G5";"2023-01-25";6955;870;"Delivered"
"S00079630";"SP14";"P11";"G5";"2023-03-16";3170;265;"Delivered"
"S00079635";"SP14";"P11";"G1";"2024-07-03";218;32;"Delivered"
"S00079638";"SP14";"P11";"G3";"2023-05-15";5733;478;"Delivered"
"S00079641";"SP14";"P11";"G4";"2023-09-29";1949;163;"Delivered"
"S00079642";"SP14";"P11";"G5";"2024-02-13";1404;128;"Delivered"
"S00079670";"SP14";"P10";"G5";"2024-08-01";3859;258;"Delivered"
"S00079671";"SP14";"P10";"G5";"2024-10-15";5704;357;"Delivered"
"S00079682";"SP14";"P10";"G4";"2025-01-10";6491;382;"Shipped"
"S00079683";"SP14";"P10";"G4";"2023-10-03";5137;286;"Delivered"
"S00079684";"SP14";"P10";"G5";"2024-01-05";4928;290;"Delivered"
"S00079688";"SP14";"P10";"G1";"2024-12-18";5355;282;"Delivered"
"S00079696";"SP14";"P10";"G4";"2023-04-13";6201;517;"Cancelled"
"S00079709";"SP14";"P04";"G4";"2023-12-13";2880;100;"Delivered"
"S00079711";"SP14";"P04";"G4";"2023-06-13";8899;318;"Delivered"
